LOCATION,TIME,Value
IRL,2001,92.22472
IRL,2002,75.32131
IRL,2003,69.98558
IRL,2004,87.84012
IRL,2005,105.2897
IRL,2006,128.4789
IRL,2007,140.5289
IRL,2008,79.06029
IRL,2009,43.73375
IRL,2010,47.18761
IRL,2011,44.88826
IRL,2012,51.32244
IRL,2013,65.15241
IRL,2014,78.17603
IRL,2015,100.0
IRL,2016,98.9926
IRL,2017,109.2447
IRL,2018,106.5289
IRL,2019,100.9723
IRL,2020,102.4267
IRL,2021,131.2487
IRL,2022,115.5298
ITA,1957,4.92285
ITA,1958,4.945891
ITA,1959,7.584875
ITA,1960,11.36647
ITA,1961,12.98212
ITA,1962,11.01135
ITA,1963,9.521756
ITA,1964,7.30295
ITA,1965,7.233824
ITA,1966,8.564837
ITA,1967,7.878999
ITA,1968,7.762434
ITA,1969,8.663781
ITA,1970,8.440139
ITA,1971,6.596781
ITA,1972,6.251152
ITA,1973,8.074178
ITA,1974,7.392407
ITA,1975,5.485302
ITA,1976,4.79002
ITA,1977,3.966525
ITA,1978,4.210503
ITA,1979,5.37999
ITA,1980,8.646474
ITA,1981,16.98875
ITA,1982,14.17134
ITA,1983,15.34256
ITA,1984,16.88313
ITA,1985,26.51522
ITA,1986,55.98774
ITA,1987,53.24129
ITA,1988,42.92322
ITA,1989,53.06501
ITA,1990,53.42868
ITA,1991,45.25779
ITA,1992,37.64865
ITA,1993,44.60413
ITA,1994,55.61683
ITA,1995,50.964
ITA,1996,51.27784
ITA,1997,70.19659
ITA,1998,112.3887
ITA,1999,125.1289
ITA,2000,162.5034
ITA,2001,131.8802
ITA,2002,104.597
ITA,2003,94.35223
ITA,2004,108.6336
ITA,2005,129.2588
ITA,2006,149.583
ITA,2007,164.1244
ITA,2008,113.8767
ITA,2009,81.48241
ITA,2010,86.48707
ITA,2011,78.99458
ITA,2012,66.67883
ITA,2013,76.47511
ITA,2014,90.6261
ITA,2015,100.0
ITA,2016,83.27406
ITA,2017,101.2834
ITA,2018,103.8973
ITA,2019,103.9909
ITA,2020,97.44501
ITA,2021,121.76
ITA,2022,118.7606
JPN,1959,4.07691
JPN,1960,5.541278
JPN,1961,7.68667
JPN,1962,7.044144
JPN,1963,7.149322
JPN,1964,6.267841
JPN,1965,5.949712
JPN,1966,7.341395
JPN,1967,7.007515
JPN,1968,7.666101
JPN,1969,9.737162
JPN,1970,10.53843
JPN,1971,11.57847
JPN,1972,18.20512
JPN,1973,23.36472
JPN,1974,19.80029
JPN,1975,20.09058
JPN,1976,22.39381
JPN,1977,24.34008
JPN,1978,26.76133
JPN,1979,28.99296
JPN,1980,30.56218
JPN,1981,35.54843
JPN,1982,35.39146
JPN,1983,41.71719
JPN,1984,52.59269
JPN,1985,64.24126
JPN,1986,85.34368
JPN,1987,126.1957
JPN,1988,137.4276
JPN,1989,165.5835
JPN,1990,140.5708
JPN,1991,118.755
JPN,1992,87.93871
JPN,1993,98.22633
JPN,1994,103.0823
JPN,1995,88.99691
JPN,1996,103.4985
JPN,1997,89.91705
JPN,1998,75.96353
JPN,1999,89.31191
JPN,2000,99.7812
JPN,2001,77.03285
JPN,2002,63.11941
JPN,2003,59.1783
JPN,2004,72.16193
JPN,2005,81.8038
JPN,2006,104.9191
JPN,2007,107.1417
JPN,2008,76.60837
JPN,2009,55.98055
JPN,2010,57.14973
JPN,2011,52.99961
JPN,2012,49.61454
JPN,2013,72.37885
JPN,2014,81.49449
JPN,2015,100.0
JPN,2016,87.44472
JPN,2017,104.6281
JPN,2018,111.4699
JPN,2019,102.8154
JPN,2020,102.9397
JPN,2021,125.8082
JPN,2022,123.7345
KOR,1981,6.280263
KOR,1982,6.067703
KOR,1983,6.051543
KOR,1984,6.556218
KOR,1985,6.907999
KOR,1986,11.32536
KOR,1987,20.76129
KOR,1988,34.46458
KOR,1989,45.67434
KOR,1990,37.14251
KOR,1991,32.67377
KOR,1992,29.19409
KOR,1993,36.20526
KOR,1994,48.01664
KOR,1995,46.47614
KOR,1996,41.38501
KOR,1997,32.46329
KOR,1998,20.31404
KOR,1999,39.85727
KOR,2000,36.46327
KOR,2001,28.4725
KOR,2002,37.63086
KOR,2003,33.80238
KOR,2004,41.4637
KOR,2005,53.2842
KOR,2006,67.28732
KOR,2007,85.26386
KOR,2008,76.32705
KOR,2009,70.88448
KOR,2010,87.60323
KOR,2011,98.66551
KOR,2012,96.0862
KOR,2013,97.54976
KOR,2014,98.57083
KOR,2015,100.0
KOR,2016,98.74598
KOR,2017,114.8489
KOR,2018,115.7041
KOR,2019,104.817
KOR,2020,110.4356
KOR,2021,154.6199
KOR,2022,125.4623
LUX,1999,128.4925
LUX,2000,177.1646
LUX,2001,117.5526
LUX,2002,81.40314
LUX,2003,71.44579
LUX,2004,90.41541
LUX,2005,112.4518
LUX,2006,165.9786
LUX,2007,217.8807
LUX,2008,187.4583
LUX,2009,108.3847
LUX,2010,135.126
LUX,2011,118.119
LUX,2012,97.96233
LUX,2013,94.96866
LUX,2014,105.0886
LUX,2015,100.0
LUX,2016,87.41311
LUX,2017,100.5694
LUX,2018,99.56598
LUX,2019,77.67138
LUX,2020,59.94852
LUX,2021,97.49128
LUX,2022,97.47063
MEX,1970,0.0003341315
MEX,1971,0.0003284361
MEX,1972,0.0003758979
